0,links,lang
Hotuna da bidiyon da aka ɗauka sun nuna yadda ruwan ya mamaye gaba da kuma kewayen ginin daidai lokacin da Mataimakin Shugaban Ƙasa Kashim Shettima yake kai ziyarar jaje.,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Haka nan, an ga mataimakin shugaban ƙasar yana tafiya a cikin ruwan da ya shanye kusan tsawon ƙafarsa gaba ɗaya lokacin da yake shiga fadar.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"""Za mu ɗauki dukkan matakan da suka dace domin ganin mun share hawayenku,"" a cewarsa yayin da yake yi wa mutanen da suka taru a jihar tasa jawabi.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Asalin hoton, Social Media",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Asalin hoton, Nema",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Majalisar Ɗinkin Duniya ta nuna damuwa kan yiwuwar ɓarkewar cutar kwalara a wani sansanin ƴan gudun hijira na gaggawa da aka buɗe a Maiduguri.,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Gwamnatin jihar Borno ta ce ta buɗe sansanin Bakassi domin tsugunarwa da kuma tallafa wa mutanen da suka rasa muhallansu.,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Cikin wani rahoto da ofishin hukumar kula da ayyukan jin-ƙai na MDD (OCHA) ya fitar, ya ce abubuwan da mutanen suke buƙata a yanzu su ne abinci, da matsuguni da kuma tsaftataccen ruwan sha.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Sanarwar ta ƙara da cewa ruwan da ake sha a yanzu ya gurɓata, kuma zai iya janyo ɓarkewar cutuka kamar amai da gudawa wato kwalara. ""Rashin tsaftataccen ruwan sha barazana ne ga ƙananan yara, tsofaffi da kuma masu buƙata ta musamman,"" in ji hukumar.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Rahoton na MDD ya ce kafin ambaliya ta baya-bayan nan, sama da mutum 123,000 ne ambaliyar ta shafa a Maiduguri tun watan Agusta, inda ta ce ta kuma lalata ababen more rayuwa da kuma ƙara barazanar ɓarkewar cutuka a sansanonin da suka cika da ƴan gudun hijira.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Yayin da ake ci gaba da alhinin wannan bala'i, hukumar kula da yanayi ta Najeriya ta yi hasashen ƙarin tsawa da ruwan sama tsawon kwana uku a faɗin ƙasar, ciki har da jihar ta Borno.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"A wata sanarwa kan yanayi da hukumar ta fitar ranar Talata, ta ce ana sa ran samun tsawa a wasu sassan jihohin Borno, da Adamawa, da Taraba, da Yobe, da Katsina, da Sokoto, da kuma Kaduna a ranar Laraba.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"NiMet ta ce za a kuma samu tsawa a wasu ɓangarorin jihohoin Kano, Katsina, Kaduna, Zamfara, Kebbi da kuma Jigawa da rana da kuma yammaci.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Hukumar ta kuma ce za a samu iska mai ƙarfi kafin saukar ruwan saman a yankuna da dama, inda ta ja hankalin jama'a da su ɗauki matakan kariya da hukumomi suka fitar domin kare kansu.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Hukumar Nema ta ce ambaliya ta kashe aƙalla mutum 229 a Najeriya zuwa yanzu tun daga farkon 2024.,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
© 2024 BBC. BBC ba za ta dauki alhakin abubuwan da wasu shafukan daban suka wallafa ba.  Karanta hanyoyin da muke bi dangane da adireshin waje.,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Me ya sa ƴanbindiga ke samun wurin zama a arewacin Najeriya?,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"KAI TSAYE, An maka ministan Abuja a kotu kan 'kama mabarata'",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Yadda ƙudurin dokar haraji zai shafi rayuwar talakan Najeriya,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Ukraine ta kai wa Rasha hari da makamin Birtaniya - BBC,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Me ya sa kasafin kuɗin Najeriya ke dogaro da bashi?,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Ƴan ciranin Amurka na fatan masu laifi kaɗai Trump zai kora daga ƙasar,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Abin da masana suka fahimta da matakin Tinubu na naɗa masu magana da yawunsa uku,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Cocin Katolika a Kenya ya ƙi karɓar kyautar dala 40,000 daga shugaban ƙasar",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Majalisar malaman Musulunci ta nemi a dakatar da ƙudurin harajin Tinubu,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Hikayata 2024: Labarai 15 da suka yi fice a bana,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Saƙon da Mahamat Deby ya ce mu faɗa wa Tinubu game da Boko Haram - Ribadu,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Asalin hoton, Weather Monitor",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Masana harkokin lafiya a Najeriya sun yi kira ga gwamnatin kasar da ta aike da tawagar likitoci na musmaman da suka kware kan cututuka masu yaɗuwa zuwa Borno saboda fargabar barkewar cututuka sakamakon ambaliyar ruwan da aka fuskanta a jihar.,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Masanan sun ce, suna fargabar barkewar cututuka irinsu zazzabin cizon sauro, da Zika, da zazzabin typoid, da na dange, da kuma uwa uba amai da gudawa, sakamakon irin dattin da ambaliyar ruwa ta kwaso da gawarwakin makabartu da ruwan ya dauko.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Dr Nasiru Sani Gwarzo, babban sakataren ma'aikatar Ilimi a Najeriya, kuma masani kan harkokin kiwon lafiya ya shaida wa BBC cewa, dole ne hukumomi su gaggauta shawo kan ruwan da ya malale asibitin koyarwa na Maiduguri saboda wasu daga cikin na'urorin asibitin akwai wadan ke da sinadarin nukiliya a ciki da ke da matukar hadari ga lafiyar al'umma.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Dr Gwarzo, ya ce ""A hasashensu wato su masana kiwon lafiya suna ganin duk inda aka samu matsala ta ambaliyar ruwa to irin wadannan abubuwa da suka hadar da barkewar cutuka kan biyo baya.""",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Ya ce, ""Kamar yadda aka sani akwai manyan injina na kula da lafiya da ke babban asibitin koyarwa na Maiduguri da ke da sinadrin nukiliya a cikinsu ruwa ya taba su, a don haka ya kamata masu ruwa da tsaki a bangaren nukiliya a Najeriya su je suyi bincike a kan inda wannan ruwan daya shiga injinan da ke da nukiliya ya bi, da yadda za a killace ce, saboda ba za a ga barnar hakan ba sai nan da wasu shekaru masu yawa.""",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Masanin kiwon lafiyar, ya ce a yanzu kamar yadda hukumomi ke yi na kwashe jama'a daga inda za su iya fuskantar matsala mataki ne mai kyau, to amma yana da kyau a gaggauta samar musu da ruwan sha.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"""Idan nace ruwan sha ina nufin tsaftatacce wanda bana garin ba, sannan a samar da wadataccen abinci, a inganta matsugunnin da za a tsugunnar da mutane.""",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Dr Nasiru Gwarzo, ya ce, ""Yana da kyau gwamnatin jihar Borno da ta tarayya su nemo irin masana kiwon lafiyarmu da aka bawa horo a game da yaki da annoba da kuma abubuwan da ke biyo bayanta kamar ta ambaliyar ruwa don ayi aiki da su a Maiduguri.""",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Ya ce, su wadannan kwararrun za a shiga da su gari-gari da lungu da sako na wurin da aka samu ambaliyar don a wayarwa da mutane kai a game da abin da ya kamata su yi.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Birnin Maiduguri ya fuskanci mummunar ambaliyar ruwa sakamakon fashewar madatsar ruwa ta Alau, lamarin da ya haddasa ruwan ya malale dubban gudaje da makarantu da asibitoci da tituna da gine-ginen gwamnati da ma babban asibitin koyarwa na jihar da ma jami’ar jihar.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Bayanai sun ce lamarin ya fi muni a unguwannin Fori da Galtimari da Gwange da kuma Bulabulin.,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Kazalika ambaliyar ambaliyar ta shafi gidan adana namun daji, lamarin da ya sa dabbobi suka fita kan titunan suna gararamba.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Ambaliyar dai ita ce mafi muni a jihar Borno cikin shekaru 30.,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
© 2024 BBC. BBC ba za ta dauki alhakin abubuwan da wasu shafukan daban suka wallafa ba.  Karanta hanyoyin da muke bi dangane da adireshin waje.,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Me ya sa ƴanbindiga ke samun wurin zama a arewacin Najeriya?,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"KAI TSAYE, An maka ministan Abuja a kotu kan 'kama mabarata'",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Yadda ƙudurin dokar haraji zai shafi rayuwar talakan Najeriya,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Ukraine ta kai wa Rasha hari da makamin Birtaniya - BBC,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Me ya sa kasafin kuɗin Najeriya ke dogaro da bashi?,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Ƴan ciranin Amurka na fatan masu laifi kaɗai Trump zai kora daga ƙasar,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Abin da masana suka fahimta da matakin Tinubu na naɗa masu magana da yawunsa uku,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Cocin Katolika a Kenya ya ƙi karɓar kyautar dala 40,000 daga shugaban ƙasar",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Majalisar malaman Musulunci ta nemi a dakatar da ƙudurin harajin Tinubu,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Hikayata 2024: Labarai 15 da suka yi fice a bana,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Saƙon da Mahamat Deby ya ce mu faɗa wa Tinubu game da Boko Haram - Ribadu,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Asalin hoton, NPF",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Ɓullar ƙungiyar ƴanbindiga ta Lakurawa a jihar Sokoto duk da cewa ba sabuwa ba ce ta sa mutane da dama suna nuna damuwarsu kan yadda ƙungiyoyin ƴanbindiga ke yada zango a arewacin Najeriya, da kuma yadda suke samun tasiri wajen samun mambobi daga yankin, lamarin da masana harkokin tsaro suke ganin ba ya rasa nasaba da rashin aikin yi a tsakanin matasa da sauyin yanayi.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"A farkon wannan watan na Nuwamba ne aka samu labarin ƴan ƙungiyar ta Lakurawa sun kutsa yankunan jihohin Sokoto da Kebbi, inda har suka kashe wasu mutane.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Rahotanni sun nuna cewa sun taso ne daga ƙasashen Nijar da Mali, kuma a cikinsu akwai ƙabilu  daban-daban na yankin Sahel, inda suke wa'azi da suka kamamceceniya da na Boko Haram, musamman ƙin karatun boko da adawa da jami'an tsaron Najeriya.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Kafin Lakurawa, an samu ɓullar wasu ƙungiyoyin na ƴanbindiga a arewacin Najeriya, inda wasu baƙi ne, wasu kuma ƴan yankin ne, inda suke addabar mutane da sace-sace da kashe-kashe da sauran ta'addanci, lamarin da ke jefa yankin cikin zullumi da rashin tabbas.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"An yi ƙungiyoyin ƴanbindiga da dama a arewacin Najeriya, amma fitattun ciki waɗanda suka fi yin tasiri wajen illata yankin su ne:",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Asalin hoton, US DEPARTMENT OF STATE",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Kasancewar a kudancin Najeriya ma a kan samu rikice-rikice na ƴanbindiga, sai dai yawanci ba su cika yin tasiri ba, kuma mafi akasarinsu na ƙabilanci ne, ko kuma na rikicin dabanci ba sa daɗewa kamar a arewa.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Wannan ya sa BBC ta tuntuɓi Dr Kabiru Adamu, shugaban kamfanin Beacon Security and Intelligence Limited mai nazari kan harkokin tsaro a Afirka ta Yamma da yankin Sahel, wanda ya bayyana cewa yawanci matsalolin suna da alaƙa ne da ɗumamar yanayi da rashin aikin yi da sauransu.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"A cewarsa, ""Akwai ɗumamar yanayi da gusowar hamada da ƙafewar tafkin Chadi da sauran tekuna da ke yankin arewacin ƙasar, ga kuma yawaitar dazuzzuka da tsaunuka waɗanda yawanci babu ikon gwamnati a wuraren, wanda hakan ya sa ƴanbindiga ke iya samun damar kafa sansani a wuraren,"" in ji shi.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Dokta Kabiru ya ƙara da cewa sauyin yanayin ne ya taimaka wajen ta'azzarar matsalar rikicin manoma da makiyaya.,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"A cewarsa, ""Haka kuma akwai matsalolin da suke faruwa na yaƙe-yaƙe a ƙasashen da suke da maƙwabtaka da Najeriya ta arewaci, musamman a ƙasashen Sahel irin su Libya da Mali da ma Sudan waɗanda dukansu sun yi fama da yaƙi. Ka ga a Libya ma an fasa rumbun bindigoginta, aka kwashe su kuma yawancin bindigogin nan Najeriya aka kawo su.""",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"A game da yadda ƙungiyoyin suke yawan alaƙanta kansu da addini kuwa, masanin harkokin tsaron ya ce akwai ƙungiyoyi masu alaƙa ko kuma suke ikirarin jihadi irin su Alqaeda da suke da mabiya a yankin, ""Misali ƙungiyar Iswap da ke mubaya'a ga ƙungiyar IS. Wannan na faruwa ne kasancewar akwai ƙungiyoyi da dama da suke da alaƙa da manyan ƙungiyoyin na duniya, kuma ɓarauniyar hanyoyi da da ake safarar makamai, kuma jagororin ƙungiyoyin suke tafiye-tafiye ta ciki,"" in ji shi.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Ya ƙara da cewa lamarin ya zo ne ya dace da yankin, ""kasancewar yankin arewa akwai fahimtar addini sosai, shi ya sa suke samun sauƙin amfani da addini.""",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Ya ce akwai kuma danniya da rashin adalcin gwamnati, musamman a arewa wanda ya haifar da giɓi ga kuma taɓarɓarewar tattalin arziki, ""wanda ya sa ƴanbindigar suke amfani da kuɗi suna shigar da matasa cikin ƙungiyoyin,"" in ji shi, sannan ya ƙara da cewa rashin tsarin bibiya da tattara bayanan sirri sun taimaka musamman a karkara.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Game da dalilin da ya sa ba a cika samun irin waɗannan kungiyoyin a kudancin ƙasar ba, Dr Kabiru ya ce duk da cewa suma suna da matsalar sauyin yanayi, musamman gusowar teku da zaizayar ƙasa, ""matsalolin ba su yi ƙamari ba kamar a arewa. Sannan yankunan kudu ba su kai arewa talauci ba, sannan kuma suna da jami'an tsaronsu. Ka ga misali akwai Amotekun da ke samar da tsaro a yankin kudu maso yamma da sauran ire-irensu a yankin kudancin ƙasar.""",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Ganin yadda waɗannan ƙungiyoyin ake kallon suna samun sauƙin shigowa arewa, da sauƙin samun mafaka, ya sa hankalin mutane na tashi a kan yiwuwar samun wasu ƙungiyoyin a nan gaba.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
A game da wannan ne Dr Kabiru ya ce akwai wasu hanyoyi da ya kamata jihohin yankin su bi domin kiyaye aukuwar hakan.,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
A cewarsa akwai tanade-tanade guda uku da aka yi a ƙasa fuskantar wannan matsala.,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Ya ce, ""akwai na tsarin hana yaɗuwar ta’addanci wanda ake kira National Counter-Terrorism Strategy (NACTEST), wanda aka tsara hanyoyin da za a amfani da ƙarfi. Akwai na Framework on preventing and countering violent extremism wanda aka yi domin hana yaɗuwar ta’addanci ta hanyoyi ba na ƙarfi ba. Na uku kuma akwai Terrorism Prevention and Prohibition Act.",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"""Waɗannan tanade-tanaden duk jihar da ke son yaƙi da ta’addanci ba sai ta ƙirƙiri wata sabuwa ba. Kawai ta haɗa kai da gwamnatin tarayya da wasu ƙungiyoyin duniya irin su bankin duniya. Sannan majalisar ƙasa da ta jihohi suna da rawar da za su taka domin tabbatar da ɓangaren zartarwa suna amfani da tanade-tanade.""",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Ya ce a ƙarƙashin waɗannan tanade-tanaden, akwai abubuwa biyar da ake so a cimmawa waɗanda ya zayyano su:",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
© 2024 BBC. BBC ba za ta dauki alhakin abubuwan da wasu shafukan daban suka wallafa ba.  Karanta hanyoyin da muke bi dangane da adireshin waje.,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Me ya sa ƴanbindiga ke samun wurin zama a arewacin Najeriya?,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"KAI TSAYE, An maka ministan Abuja a kotu kan 'kama mabarata'",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Yadda ƙudurin dokar haraji zai shafi rayuwar talakan Najeriya,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Ukraine ta kai wa Rasha hari da makamin Birtaniya - BBC,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Me ya sa kasafin kuɗin Najeriya ke dogaro da bashi?,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Ƴan ciranin Amurka na fatan masu laifi kaɗai Trump zai kora daga ƙasar,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Abin da masana suka fahimta da matakin Tinubu na naɗa masu magana da yawunsa uku,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
"Cocin Katolika a Kenya ya ƙi karɓar kyautar dala 40,000 daga shugaban ƙasar",https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Majalisar malaman Musulunci ta nemi a dakatar da ƙudurin harajin Tinubu,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Hikayata 2024: Labarai 15 da suka yi fice a bana,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
Saƙon da Mahamat Deby ya ce mu faɗa wa Tinubu game da Boko Haram - Ribadu,https://www.bbc.com/hausa/articles/czxv2g326qpo,hausa
